id,site_id,site_name,description,tr_description,de_description,en_description
361,361,Yamanlar,"The Tell settlement is located in the village of Yamanlar, Civril district, Denizli province. Some of the modern houses have been built on the archaeological site, so part of it has been destroyed.","Hoyuk yerlesimi Denizli ilinin Civril ilcesine bagli Yamanlar koyunde yer almaktadir. Modern evlerin bir kismi arkeolojik alan uzerine insa edilmistir, bu nedenle bir kismi tahrip olmustur.","Die Tell-Siedlung befindet sich in dem Dorf Yamanlar, Bezirk Civril, Provinz Denizli. Einige der modernen Hauser wurden auf der archaologischen Statte errichtet, so dass ein Teil der Statte zerstort worden ist.",
362,362,Hoyuk Mevkii,,,,
363,363,Bademagaci Hoyuk,The Tell settlement is located about 2.5 km northeast of Bademagaci district in Antalya province. It is located on the natural way between inner West Anatolia and the Gulf of Antalya.,"Hoyuk yerlesimi, Antalya ilinin Bademagaci ilcesinin yaklasik 2,5 km kuzeydogusunda yer almaktadir. Ic Bati Anadolu ile Antalya Korfezi arasindaki dogal yol uzerinde yer almaktadir.","Die Tell-Siedlung befindet sich etwa 2,5 km nordostlich des Bezirks Bademagaci in der Provinz Antalya. Sie befindet sich auf dem naturlichen Weg zwischen dem inneren Westanatolien und dem Golf von Antalya.",
364,364,Perge,"The famous ancient city of Perge is located within the boundaries of the district of Aksu in the province of Antalya , about 18 km northeast of Antalya .","Unlu antik kent Perge ilce sinirlari icerisinde yer almaktadir. Aksu eyaletinde Antalya , about 18 km kuzeydogusu Antalya .","Die beruhmte antike Stadt von Perge befindet sich innerhalb der Grenzen des Bezirks Aksu in der Provinz Antalya , etwa 18 km nordostlich von Antalya .",
365,365,Ozbek Iliksu ,,,,
366,366,Seref Hoyuk/Komama,"The tell settlement was known in ancient times as a Roman colony under the name of Komama. It is located on a wide plain about 2.5 km east of the village of Urkutlu in the district of Bucak in the province of Burdur. The site is located at a strategic point where several natural transportation routes intersect. From west to east, a main road, which was extended in Roman times to form the Via Sebaste, connected northern Pisidia and southern Phrygia with Pamphylia. At this point, a path branches off to the north, leading along the former lake of Kestel (Paludes) to Kremna and Sagalassos. Another path leads southwest across the Elmali plain to Lycia.","Hoyuk yerlesimi antik cagda Komama adiyla bir Roma kolonisi olarak biliniyordu. Burdur ilinin Bucak ilcesine bagli Urkutlu koyunun yaklasik 2,5 km dogusunda genis bir duzlukte yer almaktadir. Saha, bircok dogal ulasim yolunun kesistigi stratejik bir noktada yer almaktadir. Batidan doguya dogru, Roma doneminde Via Sebaste'yi olusturacak sekilde genisletilen bir ana yol, kuzey Pisidia ve guney Phrygia'yi Pamphylia'ya baglamaktadir. Bu noktada, bir patika kuzeye saparak eski Kestel (Paludes) golu boyunca Kremna ve Sagalassos'a gider. Bir baska yol guneybatiya, Elmali Ovasi uzerinden Likya'ya uzanir.","Die Tellsiedlung war in der Antike als romische Kolonie unter dem Namen Komama bekannt. Sie befindet sich in einer weiten Ebene etwa 2,5 km ostlich des Dorfes Urkutlu im Bezirk Bucak in der Provinz Burdur. Der Ort befindet sich an einem strategischen Punkt, an dem sich mehrere naturliche Transportwege kreuzen. Von Westen nach Osten verband eine Hauptstraﬂe, die in romischer Zeit zur Via Sebaste ausgebaut wurde, das nordliche Pisidien und das sudliche Phrygien mit Pamphylien. An dieser Stelle zweigt ein Weg nach Norden ab, der entlang des ehemaligen Sees von Kestel (Paludes) nach Kremna und Sagalassos fuhrt. Ein anderer Weg fuhrt sudwestlich uber die Elmali-Ebene nach Lykien.",
367,367,Koyunbeyli Hoyuk,The tell settlement is located 500 west of the village of Koyunbeyli in the province of Usak. No excavations have been carried out so far.,Hoyuk yerlesimi Usak iline bagli Koyunbeyli koyunun 500 batisinda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir.,Die Tellsiedlung befindet sich 500 westlich des Dorfes Koyunbeyli in der Provinz Usak. Bisher wurden noch keine Ausgrabungen durchgefuhrt.,
368,368,Kediyunu Hoyuk,The Tell settlement is located on the northern side of Kediyunu village in Usak province. The village cemetery is located on the archaeological site. No excavations have been carried out so far.,Hoyuk yerlesimi Usak iline bagli Kediyunu koyunun kuzey tarafinda yer almaktadir. Koy mezarligi arkeolojik sit alani uzerinde yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir.,Die Tell-Siedlung befindet sich an der Nordseite des Dorfes Kediyunu in der Provinz Usak. Der Dorffriedhof befindet sich auf der archaologischen Statte. Bisher wurden noch keine Ausgrabungen durchgefuhrt.,
369,369,Hoyuk (Koyonu) Mevki ,,,,
370,370,Pinarbasi Buyuk Hoyuk ,The tell settlement is located 1.3 km west of the village of Kilinckaya in the district of Suhut in the province of Afyonkarahisar. No excavations have been carried out so far.,"Hoyuk yerlesimi, Afyonkarahisar ilinin Suhut ilcesine bagli Kilinckaya koyunun 1,3 km batisinda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir.","Die Tellsiedlung befindet sich 1,3 km westlich des Dorfes Kilinckaya im Bezirk Suhut in der Provinz Afyonkarahisar. Bisher wurden noch keine Ausgrabungen durchgefuhrt.",
371,371,Oynagan Mezarlik Hoyuk,The tell settlement is located 200 meters north of the village of Oynagan in the district of Suhut in the province of Afyonkarahisar. No excavations have been carried out so far. The village cemetery is located on the hill with the site and surrounds half of it. There is a marsh on the eastern side.,"Hoyuk yerlesimi, Afyonkarahisar ilinin Suhut ilcesine bagli Oynagan koyunun 200 metre kuzeyinde yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Koy mezarligi alanin bulundugu tepede yer almakta ve alanin yarisini cevrelemektedir. Dogu tarafinda bir bataklik bulunmaktadir.",Die Tellsiedlung befindet sich 200 Meter nordlich des Dorfes Oynagan im Bezirk Suhut in der Provinz Afyonkarahisar. Bisher wurden noch keine Ausgrabungen durchgefuhrt. Der Dorffriedhof befindet sich auf dem Hugel mit der Statte und umgibt die Halfte davon. An der Ostseite befindet sich ein Sumpf.,
372,372,Cafer Hoyuk,The tell settlement is located about 800 m northwest of the village of Karaadilli in the district of Suhut in the province of Afyonkarahisar. No excavations have been carried out so far. Anthropogenic deposits form almost no visible elevation as the site has been leveled by agriculture.,"Hoyuk yerlesimi, Afyonkarahisar ilinin Suhut ilcesine bagli Karaadilli koyunun yaklasik 800 m kuzeybatisinda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Antropojenik birikintiler, alan tarimla duzlestirildigi icin neredeyse hic gorunur yukselti olusturmamaktadir.","Die Tellsiedlung befindet sich etwa 800 m nordwestlich des Dorfes Karaadilli im Bezirk Suhut in der Provinz Afyonkarahisar. Bisher wurden noch keine Ausgrabungen durchgefuhrt. Die anthropogenen Ablagerungen bilden fast keine sichtbaren Erhebungen, da der Ort durch die Landwirtschaft eingeebnet wurde.",
373,373,Kepir Hoyuk,The tell settlement is located 3.2 km north of the village of Karaadilli in the district town of Suhut in the province of Afyonkarahisar. No excavations have been carried out so far. The highway between Cay and Dinar runs 1.5 km to the east.,"Hoyuk yerlesimi, Afyonkarahisar ilinin Suhut ilcesine bagli Karaadilli koyunun 3,2 km kuzeyinde yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Cay ve Dinar arasindaki karayolu 1,5 km dogusundan gecmektedir.","Die Tellsiedlung befindet sich 3,2 km nordlich des Dorfes Karaadilli in der Kreisstadt Suhut in der Provinz Afyonkarahisar. Bisher wurden noch keine Ausgrabungen durchgefuhrt. Die Fernstraﬂe zwischen Cay und Dinar verlauft 1,5 km ostlich.",
374,374,Kulak Uyuk Mevkii ,The tell settlement is located about 350 m south of the village of Kulak in the district of Suhut in the province of Afyonkarahisar. No excavations have been carried out so far.,"Hoyuk yerlesimi, Afyonkarahisar ilinin Suhut ilcesine bagli Kulak koyunun yaklasik 350 m guneyinde yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir.",Die Tellsiedlung befindet sich etwa 350 m sudlich des Dorfes Kulak im Bezirk Suhut in der Provinz Afyonkarahisar. Bisher wurden noch keine Ausgrabungen durchgefuhrt.,
375,375,Anayurt Mezarlik und Uyukler Mevkii ,"The tell settlement is located on the eastern side of the village of Anayurt in the district of Suhut in the province of Afyonkarahisar. No excavations have been carried out so far. The village cemetery, including the tomb of an Islamic saint, rests on the settlement.","Hoyuk yerlesimi, Afyonkarahisar ilinin Suhut ilcesine bagli Anayurt koyunun dogu tarafinda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Yerlesimin uzerinde bir Islam evliyasinin turbesinin de bulundugu koy mezarligi bulunmaktadir.","Die Tellsiedlung befindet sich an der Ostseite des Dorfes Anayurt im Bezirk Suhut in der Provinz Afyonkarahisar. Bisher wurden noch keine Ausgrabungen durchgefuhrt. Der Dorffriedhof, einschlieﬂlich des Grabes eines islamischen Heiligen, ruht auf der Siedlung.",
376,376,Boyali Hoyuk,The tell settlement is located 1.5 km northeast of the district of Kiziloren in the province of Afyonakarahisar. No excavations have been carried out so far. There is a saint's tomb on the eastern side of the settlement. The highway between Sandikli and Dinar runs 1.5 km east of the site.,"Hoyuk yerlesimi Afyonakarahisar ili Kiziloren ilcesinin 1,5 km kuzeydogusunda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Yerlesimin dogu tarafinda bir evliya turbesi bulunmaktadir. Sandikli ile Dinar arasindaki karayolu yerlesimin 1,5 km dogusundan gecmektedir.","Die Tellsiedlung befindet sich 1,5 km nordostlich des Bezirks Kiziloren in der Provinz Afyonakarahisar. Bisher wurden noch keine Ausgrabungen durchgefuhrt. An der Ostseite der Siedlung befindet sich ein Heiligengrab. Die Landstraﬂe zwischen Sandikli und Dinar verlauft 1,5 km ostlich des Ortes.",
377,377,Ekinova Hoyuk Mevkii ,,,,
378,378,Kanlitas Hoyuk,The tell settlement is located 1 km east of the village of Asagikuzfindik in the Inonu district of the city of Eskisehir. The site was discovered in 1989 by Turan Efe and has been excavated since 2013 under the direction of Ali Umut Turkcan of Anadolu University.,"Hoyuk yerlesimi, Eskisehir ilinin Inonu ilcesine bagli Asagikuzfindik koyunun 1 km dogusunda yer almaktadir. Yerlesim 1989 yilinda Turan Efe tarafindan kesfedilmis ve 2013 yilindan bu yana Anadolu Universitesi'nden Ali Umut Turkcan baskanliginda kazilmaktadir.",Die Tellsiedlung befindet sich 1 km ostlich des Dorfes Asagikuzfindik im Bezirk Inonu der Stadt Eskisehir. Die Statte wurde 1989 von Turan Efe entdeckt und wird seit 2013 unter der Leitung von Ali Umut Turkcan von der Anadolu Universitat ausgegraben.,
379,379,Tymion,"The ancient city of Tymion is located in the village of Sukraniye near the provincial town of Usak. No excavations have been carried out so far, but between 2006 and 2008 the village and its surroundings were intensively studied by Peter Lampe of the University of Heidelberg.","Tymion antik kenti, Usak ili yakinlarindaki Sukraniye koyunde yer almaktadir. Bugune kadar herhangi bir kazi yapilmamistir, ancak 2006 ve 2008 yillari arasinda koy ve cevresi Heidelberg Universitesi'nden Peter Lampe tarafindan yogun bir sekilde incelenmistir.","Die antike Stadt Tymion befindet sich im Dorf Sukraniye in der Nahe der Provinzstadt Usak. Bislang wurden keine Ausgrabungen durchgefuhrt, aber zwischen 2006 und 2008 wurden das Dorf und seine Umgebung von Peter Lampe von der Universitat Heidelberg intensiv untersucht.",
380,380,Batak Degirmen ,The tell settlement is located about 4 km west of the district of Pinarhisar in the province of Kirikkale. No excavations have been carried out so far.,Hoyuk yerlesimi Kirikkale ili Pinarhisar ilcesinin yaklasik 4 km batisinda yer almaktadir. Simdiye kadar herhangi bir kazi calismasi yapilmamistir.,Die Tellsiedlung befindet sich etwa 4 km westlich des Bezirks Pinarhisar in der Provinz Kirikkale. Bisher wurden noch keine Ausgrabungen durchgefuhrt.,
381,381,Yenidogan,The settlement is located on the north-eastern side of the municipality of Yenidogan in the district of Soke in the province of Aydin. No excavations have been carried out so far.,"Yerlesim, Aydin ilinin Soke ilcesine bagli Yenidogan beldesinin kuzeydogu tarafinda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir.",Die Siedlung liegt an der nordostlichen Seite der Gemeinde Yenidogan im Bezirk Soke in der Provinz Aydin. Bisher wurden noch keine Ausgrabungen durchgefuhrt.,
382,382,Bagcesmeler ,,,,
383,383,Kucuktepe (Halilbeyli),The settlement is located 1 km northeast of Halilbeyli village in Kocarli district of Aydin province. The site is located on a small hill on the southern side of the Meander Valley. The area is now used as an olive grove.,"Yerlesim, Aydin ilinin Kocarli ilcesine bagli Halilbeyli koyunun 1 km kuzeydogusunda yer almaktadir. Menderes Vadisi'nin guney tarafinda kucuk bir tepe uzerinde yer almaktadir. Alan gunumuzde zeytinlik olarak kullanilmaktadir.",Die Siedlung befindet sich 1 km nordostlich des Dorfes Halilbeyli im Bezirk Kocarli der Provinz Aydin. Der Ort befindet sich auf einem kleinen Hugel an der Sudseite des Maandertals. Das Gebiet wird heute als Olivenhain genutzt.,
384,384,Golhisar Kalesi ,"Golhisar Fortress is located about 1 km southwest of the village of Golhisar in Aydin province. Traces of Iron Age walls (1.4-1.6 m thick) are visible in the area today. Architectural remains from this period are also visible. The area was probably used as a fortress in the Iron Age and Late Bronze Age, as indicated by the Turkish name Kale (fortress).","Golhisar Kalesi, Aydin iline bagli Golhisar koyunun yaklasik 1 km guneybatisinda yer almaktadir. Alanda bugun Demir Cagi'na ait duvar izleri (1,4-1,6 m kalinliginda) gorulebilmektedir. Bu doneme ait mimari kalintilar da gorulebilmektedir. Alan, Turkce Kale adindan da anlasilacagi uzere, muhtemelen Demir Cagi ve Gec Tunc Cagi'nda bir kale olarak kullanilmistir.","Die Festung Golhisar befindet sich etwa 1 km sudwestlich des Dorfes Golhisar in der Provinz Aydin. Spuren von Mauern aus der Eisenzeit (1,4-1,6 m dick) sind heute in der Gegend sichtbar. Auch architektonische Uberreste aus dieser Zeit sind sichtbar. Das Gebiet wurde wahrscheinlich in der Eisenzeit und der spaten Bronzezeit als Festung genutzt, worauf der turkische Name Kale (Festung) hinweist.",
385,385,Manastir Mevkii Hoyuk,"The Tell settlement is located on the western side of Avsa Island in the Marmara District of Balikesir Province. It is located directly on the coast and a large part of the settlement is now under water. According to Nergis Gunsenin, Bronze Age pottery remains can be seen 1.5-2.0 m deep in the water.","Hoyuk yerlesimi Balikesir Ili, Marmara Ilcesi, Avsa Adasi'nin bati yakasinda yer almaktadir. Dogrudan kiyida yer almaktadir ve yerlesimin buyuk bir kismi su anda sular altindadir. Nergis Gunsenin'e gore, suyun 1,5-2,0 m derinliginde Tunc Cagi canak comlek kalintilari gorulebilmektedir.","Die Tell-Siedlung befindet sich auf der westlichen Seite der Insel Avsa im Bezirk Marmara der Provinz Balikesir. Sie befindet sich direkt an der Kuste und ein groﬂer Teil der Siedlung steht heute unter Wasser. Laut Nergis Gunsenin kann man in 1,5-2,0 m Tiefe im Wasser Uberreste von Keramik aus der Bronzezeit sehen.",
386,386,Ortaca,The tell settlement is located about 1.7 km southeast of the village of Ortaya in the district of Aslanapa in the province of Kutahya. No excavations have been carried out to date. The settlement was first discovered by James Mellaart and then examined in detail by Turan Efe in the 1990s.,"Hoyuk yerlesimi, Kutahya ili Aslanapa ilcesine bagli Ortaya koyunun yaklasik 1,7 km guneydogusunda yer almaktadir. Bugune kadar herhangi bir kazi calismasi yapilmamistir. Yerlesim ilk olarak James Mellaart tarafindan kesfedilmis ve daha sonra 1990'li yillarda Turan Efe tarafindan ayrintili olarak incelenmistir.","Die Tellsiedlung befindet sich etwa 1,7 km sudostlich des Dorfes Ortaya im Bezirk Aslanapa in der Provinz Kutahya. Bisher wurden noch keine Ausgrabungen durchgefuhrt. Die Siedlung wurde zuerst von James Mellaart entdeckt und dann in den 1990er Jahren von Turan Efe eingehend untersucht.",
387,387,Haydarlar,,,,
388,388,Kumbag Huyuk ,The tell settlement is located 1.2 km south of the village of Kozkayi in the Tepebasi district of Eskisehir province. No research has been carried out so far. The upper part of the settlement was destroyed by looters.,"Hoyuk yerlesimi Eskisehir ilinin Tepebasi ilcesine bagli Kozkayi koyunun 1,2 km guneyinde yer almaktadir. Simdiye kadar herhangi bir arastirma yapilmamistir. Yerlesimin ust kismi yagmacilar tarafindan tahrip edilmistir.","Die Tellsiedlung befindet sich 1,2 km sudlich des Dorfes Kozkayi im Bezirk Tepebasi der Provinz Eskisehir. Bislang wurden keine Untersuchungen durchgefuhrt. Der obere Teil der Siedlung wurde von Plunderern zerstort.",
